TIMESTAMP,POWER,U10,V10,WS10,U100,V100,WS100,TEMP2,PRESS
20121010 17:00,0.883379462,7.241604594,4.207220205,8.375054564,10.74002486,6.623142496,12.61800897,3.2,96.8
20121010 18:00,0.846078502,5.882310193,7.053374569,9.184316306,8.239224477,10.91634703,13.67667549,3,96.8
20121010 19:00,0.842915424,4.869350484,7.222626401,8.710735116,7.44280423,12.42015821,14.47949117,3.2,96.8
20121010 20:00,0.813072859,5.347015292,7.037162708,8.83811244,7.455726506,11.12801276,13.39479472,3.2,96.8
20121010 21:00,0.752066784,5.05609415,5.949022579,7.807365606,7.480210817,9.928573616,12.43101476,3,96.9
20121010 22:00,0.650560728,5.435676973,7.859428311,9.55600322,7.312901355,10.86466121,13.09654112,3,97
20121010 23:00,0.577450487,6.10839748,8.055267595,10.10939443,8.220181123,11.07714735,13.7940049,5,97
20121011 0:00,0.724389849,4.68482336,8.147350967,9.398239074,6.342370448,11.23548644,12.90200831,5.3,97
20121011 1:00,0.833381259,-0.583375299,8.034475334,8.055626644,-0.91577558,10.77322518,10.81207777,7.1,97.1
20121011 2:00,0.750341469,-0.201448181,7.958556196,7.961105331,-0.45353456,10.65998489,10.66962846,8.4,97.1
20121011 3:00,0.694268718,1.100425124,8.210038341,8.283457311,1.352430356,10.97825874,11.06124915,7.9,97.1
20121011 4:00,0.649671112,1.793429112,8.709613384,8.892342395,2.334692524,11.6705687,11.90180503,9.3,97.2
20121011 5:00,0.841414759,2.58385219,8.319172102,8.711194901,3.437889842,11.27680132,11.78920416,9.3,97.2
20121011 6:00,0.880090579,3.098070005,8.072434903,8.646516236,4.105720618,11.05975743,11.79725291,9.7,97.2
20121011 7:00,0.875220157,3.43073406,7.484061583,8.232928638,4.567289777,10.37602629,11.33675692,9.6,97.3
20121011 8:00,0.903858596,3.452321245,7.138358365,7.929355719,4.768176499,10.30825369,11.35762304,9.5,97.3
20121011 9:00,0.870134071,2.672968518,6.242241395,6.790459361,3.90617762,9.984832554,10.72171184,9.2,97.5
20121011 10:00,0.89356062,2.504699179,5.243769159,5.811250552,3.627354912,8.694579547,9.420903203,9.1,97.6
20121011 11:00,0.798344776,2.138824071,4.748261213,5.207739716,3.156379686,8.406331535,8.979373174,7.3,97.7
20121011 12:00,0.780911901,1.819997955,4.981441423,5.303503673,2.563797448,8.779509765,9.146193146,7.1,97.7
20121011 13:00,0.663311887,1.552095455,5.215977332,5.442005129,2.094165947,9.068615658,9.307272477,6,97.8
20121011 14:00,0.716886525,1.508921085,5.045837121,5.26662274,2.005480169,8.816398647,9.041616881,6.3,97.8
20121011 15:00,0.789772115,1.424232898,4.781475836,4.989083134,1.84020213,8.507561491,8.704306199,6,97.8
20121011 16:00,0.572966464,1.435856767,4.473054338,4.69786119,1.841545854,8.051168805,8.259092581,5.8,97.8
20121011 17:00,0.54745516,1.407073854,4.210726601,4.439603061,1.785109451,7.648822622,7.854368418,5.5,97.8
20121011 18:00,0.393389885,1.316296974,4.087358002,4.294081178,1.646705889,7.406900183,7.58774081,5.5,97.8
20121011 19:00,0.321663492,1.158544468,3.971445747,4.136980373,1.414913517,7.149535886,7.28819893,5.8,97.8
20121011 20:00,0.334630315,0.825326896,4.185646172,4.26623937,0.824346865,6.914476495,6.963442608,5.6,97.9
20121011 21:00,0.417643147,0.321072397,4.827569599,4.838234772,0.184734291,6.974528164,6.976974263,5.4,97.9
20121011 22:00,0.365856727,-0.416766513,5.293930018,5.310309724,-0.764606642,7.244760676,7.28499695,5.5,98
20121011 23:00,0.237033176,-0.850170764,4.83773734,4.911872647,-1.222144628,6.394600616,6.510342121,7.5,98
20121012 0:00,0.190260954,-0.897773274,4.190391118,4.28548417,-1.240956763,5.441494837,5.581204149,7.2,98.1
20121012 1:00,0.126630962,0.175129872,3.588855062,3.593125538,0.101014629,4.520248221,4.521376774,8.7,98.1
20121012 2:00,0.074835556,1.023036096,3.447691191,3.59627271,1.182415558,4.289158568,4.449155849,9.6,98.1
20121012 3:00,0.063306495,1.692456124,3.412808999,3.809418984,2.035531239,4.261729529,4.722893817,9.2,98.1
20121012 4:00,0.13464649,2.00490376,3.291811396,3.854304263,2.442947149,4.110869814,4.781970452,10,98.1
20121012 5:00,0.134314007,2.301090181,3.296716704,4.020367775,2.847527217,4.136241675,5.0216438,10,98
20121012 6:00,0.140855828,2.311543819,3.437880575,4.14273553,2.908497812,4.354302535,5.236345108,10,98
20121012 7:00,0.245587865,2.072271652,3.684236056,4.22704449,2.659416391,4.742423436,5.437193724,9.2,98
20121012 8:00,0.296942957,1.703684106,3.839025784,4.200078392,2.325259723,5.264946628,5.75556216,9.1,98
20121012 9:00,0.170761295,0.655222894,2.97569153,3.046975077,1.182415558,5.885528635,6.003128673,9.2,98
20121012 10:00,0.171911506,0.042329948,3.186074751,3.186355935,0.073601493,6.380622788,6.381047276,9.1,98.1
20121012 11:00,0.190611409,-0.138866451,2.709714816,2.71327077,-0.281823987,5.881414279,5.888162589,7.8,98.1
20121012 12:00,0.089006506,-0.195393533,2.087285701,2.096411274,-0.420780226,5.105858202,5.123167378,8.1,98.1
20121012 13:00,0.073047338,-0.238756773,1.749364465,1.765582292,-0.405183097,4.522991125,4.541103616,7.8,98.1
20121012 14:00,0.118822113,-0.463703584,1.834389809,1.892090638,-0.666080524,3.902409118,3.958845816,7.6,98.1
20121012 15:00,0.090615003,-1.037105008,1.848560699,2.119613987,-1.303672243,3.044565925,3.311939461,7.8,98.1
20121012 16:00,0.018520183,-1.588050468,1.535166005,2.208764123,-2.00696096,1.997462363,2.831562852,7.7,98.1
20121012 17:00,0,-1.977932462,0.945438945,2.192275444,-2.38034677,0.990816633,2.578326657,7.8,98.1
20121012 18:00,0,-2.0185855,0.44727764,2.067545576,-2.288181918,0.223489269,2.299070235,7.8,98.1
20121012 19:00,0,-2.036395403,0.216728152,2.047895829,-1.45680769,-0.114573637,1.461306184,7.7,98
20121012 20:00,0,-1.809899904,0.039046986,1.810321057,-0.969515575,-0.24349012,0.999623874,7.8,98.1
20121012 21:00,0,-1.247339291,-0.049793597,1.248332772,-0.638667388,-0.359377809,0.732835891,7.9,98.1
20121012 22:00,0,-0.862103358,-0.37844925,0.941512631,-0.459536727,-0.576752943,0.737440141,7.3,98.2
20121012 23:00,0,-0.212429092,-0.846633672,0.87287725,-0.107892369,-1.049903865,1.055433034,8.9,98.2
20121013 0:00,0,1.057881557,-0.918578193,1.401035077,1.320426516,-1.13424816,1.740702465,9.2,98.3
20121013 1:00,0,0.915521339,-1.216094004,1.52219051,1.134598815,-1.505300734,1.885005244,11.2,98.2
20121013 2:00,0,1.840402946,-0.485553603,1.903377342,2.204690952,-0.68002416,2.307183359,11.9,98.2
20121013 3:00,0,2.080227749,0.01288571,2.080267659,2.479857501,-0.111487814,2.482362334,12.1,98.2
20121013 4:00,0,1.811111367,-0.068038425,1.812388924,2.123888076,-0.209240111,2.134170092,13.5,98.1
20121013 5:00,0,1.648176959,-0.29169139,1.67378946,1.901570975,-0.50474418,1.96741934,13.5,98.1
20121013 6:00,0,1.543825709,-0.35038362,1.583087647,1.768792195,-0.595754939,1.866427008,13.4,98.1
20121013 7:00,0,1.665751906,-0.079154377,1.667631503,1.944811433,-0.291262153,1.966500737,12.7,98.1
20121013 8:00,0,1.561034511,0.734088711,1.725026081,2.497765165,0.977270524,2.68214252,12.6,98.1
20121013 9:00,0,1.489270143,1.71362645,2.270339439,2.356687712,1.693558904,2.902088685,12.2,98.1
20121013 10:00,0.015770461,0.59880614,2.351237489,2.426290692,1.1774025,1.653671473,2.030001475,12.9,98.2
20121013 11:00,0.008644549,-1.302583483,1.653155668,2.104672752,-1.005148687,1.397493041,1.721426932,8.7,98.3
20121013 12:00,0,-2.094920696,0.841691132,2.25768392,-2.759226248,0.301993164,2.775703399,7.6,98.3
20121013 13:00,0.008419899,-2.444222776,0.279668571,2.460170622,-2.993772973,-1.040696427,3.169499277,5.3,98.3
20121013 14:00,0.024109486,-2.54967246,-0.329040991,2.570816529,-1.897474498,-2.360352432,3.028477022,6.3,98.3
20121013 15:00,0.077729054,-2.280922223,-1.583365077,2.776625857,-0.988988112,-3.651356901,3.782922773,6.6,98.3
20121013 16:00,0.171830632,-1.445746076,-2.243652658,2.669112018,-0.77409614,-4.969327521,5.029258479,4.3,98.3
20121013 17:00,0.089356961,-1.110357496,-2.163173162,2.43150404,-0.704212572,-5.812019733,5.854527199,3.5,98.3
20121013 18:00,0.087766435,-1.056900364,-2.27833443,2.511542585,-0.566192525,-6.14572585,6.171751793,3,98.2
20121013 19:00,0.063351425,-0.99941564,-2.404611651,2.604033182,-0.402402912,-6.442353508,6.454908739,2.3,98.2
20121013 20:00,0.196784803,-0.926918982,-2.506433776,2.672337755,-0.246475201,-6.636734512,6.641309736,2.4,98.2
20121013 21:00,0.225953417,-0.839044245,-2.753652561,2.878645111,-0.067398557,-6.635610922,6.6359532,2.9,98.2
20121013 22:00,0.265069552,-0.454958415,-3.613582651,3.642110203,0.16758494,-6.108647392,6.110945727,3.5,98.3
20121013 23:00,0.284371518,0.45893885,-4.195613926,4.220639891,0.815318263,-5.667076673,5.725425913,9.7,98.3
20121014 0:00,0.251410805,1.30509934,-5.032867472,5.199330657,1.815963604,-6.587858364,6.833564343,9.8,98.4
20121014 1:00,0.410202725,1.755813167,-5.305267715,5.588268552,2.288922925,-6.939049361,7.306816967,14.6,98.3
20121014 2:00,0.462330614,2.08476406,-5.843775573,6.204510789,2.699280123,-7.677606675,8.13828959,16.1,98.3
20121014 3:00,0.585618777,2.549402164,-6.371409259,6.862529224,3.316893678,-8.445538428,9.073527595,16.2,98.2
20121014 4:00,0.762086194,2.902511018,-6.638535633,7.245324393,3.779194825,-8.883757094,9.654193578,19.4,98.1
20121014 5:00,0.870843967,3.200056563,-6.656028864,7.385328852,4.208251845,-9.005451197,9.940197928,19.3,98.1
20121014 6:00,0.897244887,3.625639298,-6.125085648,7.117719755,4.828982036,-8.440143123,9.723943821,19.3,98
20121014 7:00,0.914435139,3.698515811,-5.327016057,6.48506895,5.169734342,-7.688996764,9.26535614,19.4,98
20121014 8:00,0.921084792,3.048666678,-4.208394819,5.196629241,5.123504228,-7.247780706,8.87584479,19.5,98
20121014 9:00,0.832087272,2.003834893,-4.22636084,4.677336874,4.191629781,-8.32204589,9.318058168,19.4,98
20121014 10:00,0.8176737,1.554899463,-4.519963456,4.779935354,3.341307334,-8.911932576,9.517713851,18.8,98
20121014 11:00,0.926916718,2.343254236,-4.44904495,5.028403462,4.613414648,-8.625981408,9.782185337,13.7,98
20121014 12:00,0.96755149,1.725615716,-5.035304602,5.322785176,3.710109373,-9.354347591,10.06323658,14,98
20121014 13:00,0.949597426,1.451020233,-5.459397269,5.648936029,3.174047818,-10.0071795,10.49848661,13.7,98
20121014 14:00,0.957720787,1.691794572,-5.866942285,6.105995467,3.476361602,-10.55570218,11.11341255,13.5,97.9
20121014 15:00,0.969483484,2.091206183,-6.131704708,6.47849874,4.002034367,-10.95315632,11.66138553,13.4,97.9
20121014 16:00,0.967533518,2.510346795,-6.171891862,6.662889027,4.589520431,-10.92797823,11.85261178,13.4,97.8
20121014 17:00,0.969195931,2.739042153,-5.873561346,6.48082362,4.944817043,-10.48975957,11.5968216,13.7,97.8
20121014 18:00,0.96949247,2.843726648,-5.58279547,6.265332115,5.215964457,-10.06173203,11.33334623,14,97.7
20121014 19:00,0.965727328,2.764408011,-5.517550444,6.171330048,5.193109119,-9.974807672,11.24567341,13.8,97.7
20121014 20:00,0.967866001,2.832855566,-5.396988984,6.095290046,5.35569368,-9.80215791,11.1698592,13.4,97.6
20121014 21:00,0.963597642,2.947203245,-5.570502929,6.302103605,5.320891234,-9.713435116,11.07531965,13.1,97.6
20121014 22:00,0.966293447,3.370772816,-5.743071294,6.65920245,5.603466317,-9.50961248,11.03773366,12.9,97.7
20121014 23:00,0.938850149,4.334675434,-6.025326949,7.422531641,6.155111057,-8.733887509,10.68485766,14.8,97.6
20121015 0:00,0.894809676,5.450773202,-5.854176954,7.998894693,7.464098574,-8.182966915,11.07581668,15.1,97.6
20121015 1:00,0.812237159,5.984939187,-5.950254308,8.439491893,8.130747365,-8.165871376,11.52347639,19,97.6
20121015 2:00,0.916160454,6.322333359,-5.539133422,8.405587319,8.534035337,-7.592845789,11.42283092,20.2,97.5
20121015 3:00,0.923744653,6.551506759,-4.870893121,8.163812872,8.771231627,-6.659728247,11.01301433,20.8,97.5
20121015 4:00,0.896912404,6.535379742,-4.463824906,7.914349067,8.815197072,-6.126836747,10.73526096,22.8,97.4
20121015 5:00,0.850427734,6.646571281,-3.991013372,7.75274774,9.074104692,-5.551581488,10.63764227,23.2,97.4
20121015 6:00,0.664641817,6.053691207,-3.325925148,6.907166954,8.462387945,-4.72047142,9.689936024,23.1,97.4
20121015 7:00,0.796835125,4.522897776,-2.220446753,5.038550195,6.837294828,-3.471297936,7.668018644,20.7,97.4
20121015 8:00,0.780453614,3.007806966,-2.364091399,3.825680448,5.940074079,-4.5515738,7.483401908,19.7,97.4
20121015 9:00,0.679315984,2.310950072,-2.472612904,3.384420897,5.221429026,-5.353698139,7.478329014,19.1,97.5
20121015 10:00,0.096653607,2.098328085,0.4322511,2.142386931,3.933404321,0.081683673,3.934252378,18.8,97.5
20121015 11:00,0.030354768,-0.16115188,2.02404993,2.030455133,1.206461162,2.577800969,2.84615642,15,97.6
20121015 12:00,0.033841343,-0.692919046,1.070321522,1.275039201,0.097554936,0.745568376,0.751923645,14.8,97.6
20121015 13:00,0.126828655,-0.392447255,0.394426177,0.556405299,0.543180003,-1.003608952,1.141172837,11.6,97.6
20121015 14:00,0.061832788,-0.252821239,1.38012565,1.403091369,1.914250549,0.35147393,1.946250006,10.8,97.5
20121015 15:00,0.008941088,-0.364437173,1.615630824,1.656223841,1.415432721,1.894964058,2.365235415,10.7,97.5
20121015 16:00,0.013371194,-0.668304125,1.384178321,1.537068648,0.83465462,1.885487954,2.061968273,9.2,97.4
20121015 17:00,0.032816937,-0.340246648,1.621034384,1.656357527,1.538644524,2.230529625,2.709739726,9.2,97.3
20121015 18:00,0.211854355,-0.01218917,2.051518028,2.051554239,1.380151809,2.839229958,3.15690446,9.5,97.3
20121015 19:00,0.047257467,0.653686875,1.75252102,1.870464236,2.742537822,2.832540943,3.942689678,9.4,97.2
20121015 20:00,0.023579311,1.524545795,2.246496499,2.714956058,3.339599421,4.166441945,5.339678153,9.6,97.2
20121015 21:00,0.186154344,0.590876388,1.307627882,1.434930515,1.981012891,2.542683642,3.223298338,10.5,97.2
20121015 22:00,0.541659178,1.976951062,2.101951258,2.885573529,3.165908774,3.435667096,4.671914678,9.8,97.2
20121015 23:00,0.772635779,2.583836176,1.28331186,2.884978113,3.843302298,1.611238354,4.167380662,12.9,97.2
20121016 0:00,0.527928543,2.925898695,-0.620992879,2.991072605,4.066929006,-0.817431378,4.148265372,12.9,97.2
20121016 1:00,0.306791632,2.961685409,-1.555883959,3.345497774,3.915708713,-2.027013956,4.409258475,14.7,97.2
20121016 2:00,0.531190468,4.998539068,-1.414116166,5.194720141,6.47633955,-2.125772883,6.816295498,14.9,97.2
20121016 3:00,0.736907372,5.806701086,1.45225139,5.985550234,7.516908649,1.697135518,7.706113457,15.1,97.1
20121016 4:00,0.817476007,6.392509552,0.004447808,6.3925111,8.311725258,-0.105352827,8.312392916,15.6,97
20121016 5:00,0.701053161,7.146767679,1.056187619,7.224390669,9.386329326,1.308168795,9.477050375,15.8,97
20121016 6:00,0.886982855,6.892309603,2.712212646,7.40675564,9.130066036,3.613831114,9.819260723,15.7,97
20121016 7:00,0.892149815,6.083354881,3.747560556,7.145027413,8.135544247,5.1823877,9.645943317,14.4,97
20121016 8:00,0.890370583,4.930762852,4.234001295,6.499168352,6.839712886,6.04087312,9.125449053,12.4,97.2
20121016 9:00,0.849457245,3.6259716,4.151598765,5.512117773,5.680521913,6.839220422,8.890627941,10.7,97.3
20121016 10:00,0.588665037,2.458318189,4.881259872,5.465347771,3.777566783,7.985706734,8.834111322,11.1,97.4
20121016 11:00,0.449282916,1.492408018,4.463487909,4.706379288,2.28653487,7.532739813,7.872128734,7.9,97.5
20121016 12:00,0.315840552,0.998949601,4.046601994,4.168079654,1.470696664,7.047221067,7.199046704,7.4,97.6
20121016 13:00,0.292207325,0.887971001,3.735598899,3.839686398,1.308029537,6.587633435,6.716238199,5.1,97.6
20121016 14:00,0.135248553,0.726259327,3.212830164,3.293892875,1.128344925,6.000597133,6.105761887,5.2,97.6
20121016 15:00,0.088988534,0.078223575,2.613418216,2.614588629,0.100288682,5.371629666,5.372565783,5.2,97.7
20121016 16:00,0.015563783,-0.699419329,2.050777289,2.166765997,-1.359210834,4.656592967,4.850908384,3.7,97.7
20121016 17:00,0.042180367,-1.14373008,1.794709214,2.128168146,-2.41479536,4.139625848,4.792466879,4,97.7
20121016 18:00,0.219258833,-1.580906493,1.671991468,2.301047763,-3.449358288,3.788728208,5.123722674,4,97.7
20121016 19:00,0.308651738,-2.12985421,1.401303589,2.549496167,-4.510448471,3.049967298,5.444854996,3.6,97.7
20121016 20:00,0.411415837,-3.106069536,0.835118468,3.216378525,-5.529495458,1.702101051,5.785539561,4,97.8
20121016 21:00,0.398619748,-4.585652083,0.297729929,4.595307186,-6.382872233,0.55671819,6.407104891,4.4,97.9
20121016 22:00,0.531513964,-4.978833408,-0.258708657,4.985550348,-6.618614439,-0.267560227,6.624020347,3.9,97.9
20121016 23:00,0.55778908,-4.819103495,-0.491739466,4.84412698,-6.215700478,-0.606319897,6.245202658,8.4,98
20121017 0:00,0.485191043,-4.408086323,-0.583002482,4.446472414,-5.570037112,-0.752527247,5.620641483,8.5,98
20121017 1:00,0.437592107,-4.24982376,-1.070357927,4.382541282,-5.318096578,-1.395108477,5.498043186,11.8,98.1
20121017 2:00,0.377727256,-3.67935686,-1.352635072,3.920113333,-4.530726762,-1.750527742,4.857142408,12.7,98.1
20121017 3:00,0.302945617,-3.184043619,-1.51005094,3.523973271,-3.853823756,-1.981273771,4.333290124,12.5,98
20121017 4:00,0.154559505,-2.488580217,-1.680653478,3.002936498,-2.923082122,-2.21302523,3.666318284,13.6,98
20121017 5:00,0.021889939,-1.659553575,-1.819937676,2.462984209,-1.825465095,-2.387467217,3.005382259,13.8,98
20121017 6:00,0.002749721,-1.31104308,-1.88545894,2.296473246,-1.355393562,-2.468404277,2.816045345,13.6,97.9
20121017 7:00,0,-1.415012132,-1.915128947,2.381171606,-1.470561088,-2.538281615,2.933500208,13.2,97.9
20121017 8:00,0.009399375,-2.367867085,-1.517056359,2.812161896,-3.192903182,-2.458349984,4.029654498,13.2,98
20121017 9:00,0.131007153,-3.476480918,-0.814042037,3.57051593,-6.357894807,-2.250226114,6.744356452,13.3,98
20121017 10:00,0.358191654,-4.4530891,-0.469540294,4.477775186,-8.164379705,-1.700256276,8.339542396,14.1,98
20121017 11:00,0.4026994,-4.557058152,-0.302234423,4.567069591,-8.483558276,-1.07286838,8.551129024,10,98.1
20121017 12:00,0.335852414,-4.54771262,-0.522699055,4.577652714,-8.525394642,-1.411698061,8.641483971,10.4,98.1
20121017 13:00,0.458134143,-4.267346634,-0.794674116,4.340708957,-8.206216072,-2.075784127,8.464683217,7.8,98.1
20121017 14:00,0.632211279,-4.294215041,-1.065825009,4.424507404,-8.124423625,-2.808742102,8.596237051,7.5,98.1
20121017 15:00,0.663392761,-4.316021285,-1.337387986,4.518478323,-7.923703081,-3.451714153,8.642881528,6.6,98
20121017 16:00,0.669476295,-4.246319185,-1.542605531,4.517837807,-7.567858931,-3.92175236,8.523651235,4.8,98
20121017 17:00,0.674652241,-4.067196473,-1.796861004,4.446436395,-7.111889545,-4.500879649,8.416465441,4.5,97.9
20121017 18:00,0.846428957,-3.836283932,-1.994248964,4.323667811,-6.617374293,-5.045319626,8.321351613,4.4,97.9
20121017 19:00,0.936837281,-4.085108744,-2.223779432,4.65116205,-6.779548972,-5.455032074,8.701704384,3.5,97.9
20121017 20:00,0.943064592,-3.96322742,-2.602484099,4.741317862,-6.507377555,-6.132188721,8.941459677,3.7,97.9
20121017 21:00,0.931724237,-3.964395611,-2.832838733,4.872515557,-5.994529513,-6.161848886,8.596671785,4.1,97.9
20121017 22:00,0.78156788,-3.49010982,-3.157972555,4.706767172,-4.698542299,-5.799391616,7.463862462,4.3,97.9
20121017 23:00,0.554482226,-2.680553038,-3.817306034,4.664460306,-3.263413911,-5.374095014,6.287349805,10.2,97.9
20121018 0:00,0.218315301,-1.961725804,-3.803707281,4.279784715,-2.262631619,-5.052860346,5.536325453,10.7,98
20121018 1:00,0.082231049,0.945398226,-1.613235419,1.869841256,1.374496993,-1.903270023,2.34769648,15.4,97.9
20121018 2:00,0.080119334,2.14816033,-0.31331469,2.170888965,2.678853598,-0.431875808,2.713443073,16.6,97.9
20121018 3:00,0.084082168,2.670684286,1.479070097,3.052900737,3.330112044,1.667742828,3.724380803,16.7,97.9
20121018 4:00,0.043636102,1.855700035,2.15937731,2.847197392,2.254339794,2.49530769,3.362827437,18.5,97.8
20121018 5:00,0,0.560682786,2.04144715,2.117043139,0.592618915,2.355870058,2.42926345,18.6,97.7
20121018 6:00,0,-0.41584367,2.229674442,2.268121265,-0.644128233,2.64984687,2.727011114,17.9,97.6
20121018 7:00,0,-0.768786592,2.623799344,2.734109694,-1.199721596,3.414488612,3.61912481,17.8,97.5
20121018 8:00,0.03416484,-1.023349545,2.56387392,2.760560408,-2.325626028,4.832020638,5.362551619,18.2,97.5
20121018 9:00,0.048200999,-2.48833063,2.111744281,3.26362578,-5.443479846,3.777932548,6.626028008,17.7,97.5
20121018 10:00,0.35122749,-4.240795592,0.376211819,4.257450244,-7.979524387,0.28142067,7.984485396,16.9,97.5
20121018 11:00,0.476142123,-4.838348629,-1.310919339,5.012796323,-8.743005334,-2.579819399,9.115679371,11.9,97.6
20121018 12:00,0.928570145,-3.998865086,-1.653953976,4.327410973,-7.532474098,-3.805058372,8.43899492,12.2,97.5
20121018 13:00,0.952931239,-2.559148895,-1.586729943,3.011138486,-5.085655643,-4.811324892,7.000909979,11.2,97.5
20121018 14:00,0.920518673,-1.806178476,-1.675849804,2.463889862,-2.809010652,-5.45867794,6.139031332,11.4,97.5
20121018 15:00,0.805731282,-1.007654686,-2.776787395,2.953966182,0.232035143,-5.316723384,5.321784273,11.7,97.5
20121018 16:00,0.629057187,1.745836023,-2.456032724,3.013310498,4.610552378,-3.205526894,5.615389203,12,97.4
20121018 17:00,0.659223249,3.554955597,-0.015608259,3.554989862,8.147860788,0.113290096,8.148648358,12.3,97.3
20121018 18:00,0.669934582,3.264409309,0.762269837,3.35222664,7.036214132,1.974807649,7.308089666,12.7,97.2
20121018 19:00,0.377826103,3.064586961,0.766495347,3.158988503,6.526613597,2.405705168,6.955868199,12.5,97.1
20121018 20:00,0.295145753,3.08028182,0.822579398,3.188224107,6.438307367,2.484736606,6.901138873,12.5,97.1
20121018 21:00,0.307771108,3.508636624,1.011959102,3.651656088,6.040929332,2.478695986,6.529683069,12.8,97.1
20121018 22:00,0.409052514,3.67592085,1.235142891,3.877882419,5.110954348,2.049308622,5.506497995,11.9,97.2
20121018 23:00,0.268502211,3.985990011,1.786379962,4.367982342,5.136250403,2.428357491,5.681372045,15,97.1
20121019 0:00,0.367447252,4.198827608,2.05143472,4.673172123,5.355176265,2.660921339,5.979834045,15.2,97.2
20121019 1:00,0.262903922,4.869551483,2.00665309,5.266800573,6.200887045,2.578988414,6.715815764,19.6,97.1
20121019 2:00,0.466230545,4.813517029,2.073997198,5.241317636,6.124208641,2.621331704,6.661629784,21.4,97.1
20121019 3:00,0.445643579,4.98314514,2.031701813,5.381407598,6.356148906,2.547100257,6.847506746,22,97
20121019 4:00,0.542342116,5.417698053,2.047716571,5.791769621,6.953859447,2.591011817,7.420882929,23.8,96.9
20121019 5:00,0.732459293,5.72569696,2.244821276,6.150026686,7.413929871,2.896824466,7.959770607,23.8,96.9
20121019 6:00,0.717848029,5.810320422,2.316271731,6.254993057,7.599672589,3.052605952,8.189836784,23.7,96.9
20121019 7:00,0.552855756,5.583514296,2.299846339,6.038619468,7.420121295,3.114813995,8.047376358,21.6,96.9
20121019 8:00,0.549459042,4.862308935,2.168032568,5.323759329,6.785738474,3.142520098,7.478079914,20.9,97
20121019 9:00,0.652277057,3.126384402,1.554954808,3.491727922,5.848452144,3.194273008,6.663915706,20.3,97.1
20121019 10:00,0.544058445,2.368203924,1.552901634,2.831941615,5.011657387,3.688800813,6.222857961,19.3,97.1
20121019 11:00,0.132966105,1.76859714,1.625173359,2.401900142,3.833858051,4.095505498,5.609958363,14,97.2
20121019 12:00,0.025349556,0.921981333,1.674449535,1.911499627,2.207418611,4.061003558,4.622169061,13.4,97.3
20121019 13:00,0.061644082,0.386795113,1.917955973,1.956569849,1.542078671,3.310324988,3.651884192,10.8,97.3
20121019 14:00,0.087487869,0.151602878,2.03827197,2.043902164,1.49254728,2.906234086,3.267092583,11,97.3
20121019 15:00,0.137045757,0.063929922,2.117524487,2.118489317,1.435871937,2.70654104,3.063836259,11.2,97.3
20121019 16:00,0.120646274,-0.276088673,2.056339901,2.074791254,1.167735655,2.380863638,2.651814138,10.1,97.3
20121019 17:00,0.026850221,-0.650795265,1.851433135,1.962482899,0.707665231,2.443071681,2.543499424,10.1,97.3
20121019 18:00,0,-0.907333958,1.6551497,1.887531573,0.030418706,3.005035096,3.00518905,10.1,97.3
20121019 19:00,0,-1.261837651,1.547974016,1.997112368,-0.912106521,3.340644874,3.462924556,8.9,97.2
20121019 20:00,0,-1.715831089,1.24985315,2.122783367,-1.748425015,2.879050739,3.368371,7.7,97.3
20121019 21:00,0.001518637,-1.920147196,0.854411835,2.101662399,-2.270409678,2.485414971,3.366310694,7.8,97.3
20121019 22:00,0.00392689,-1.776820972,0.644988086,1.890265166,-2.410907375,1.826218817,3.024491617,8.1,97.4
20121019 23:00,0,-1.601856246,0.863856436,1.819942684,-1.880826234,1.248572703,2.257529871,10.7,97.5
20121020 0:00,0,-1.213045745,0.712742828,1.406940766,-1.373605736,0.962624807,1.677330986,11,97.5
20121020 1:00,0,0.178015533,0.042643788,0.183051967,0.263660987,0.047435777,0.267894137,14.5,97.5
20121020 2:00,0,0.576668267,0.149133297,0.595640017,0.724747513,0.092283508,0.730599209,16.3,97.4
20121020 3:00,0.004178498,1.86752488,0.491852809,1.931209042,2.28185939,0.423035523,2.320741548,16.5,97.4
20121020 4:00,0,2.237986037,1.075917541,2.483179425,2.732867523,1.081175974,2.938963488,18.4,97.4
20121020 5:00,0.180403293,2.421429825,1.700438985,2.958853687,2.970213703,1.867693054,3.508624628,18.6,97.4
20121020 6:00,0.059002193,2.00768864,2.49143748,3.199699109,2.447648972,2.946841578,3.830778091,18.7,97.3
20121020 7:00,0.071663492,1.761508665,3.515410839,3.932051137,2.149832429,4.408317008,4.904593594,18,97.3
20121020 8:00,0.101335322,1.075381249,4.82211617,4.940571747,1.379843125,6.812155384,6.950498401,17.9,97.3
20121020 9:00,0.283338126,0.365429965,4.953716742,4.967177128,0.368980204,8.026407697,8.034884374,17.3,97.4
20121020 10:00,0.394513138,0.053337287,5.00207879,5.002363151,-0.24882535,8.058361705,8.062202393,17.4,97.4
20121020 11:00,0.331691887,-0.241681619,4.549614631,4.556029335,-0.657504228,7.325101305,7.354551036,12.8,97.5
20121020 12:00,0.285135329,-1.289931837,2.853222799,3.131262443,-1.964168013,5.308074609,5.659824383,12.9,97.5
20121020 13:00,0.147999712,-1.14381211,2.481207046,2.73215932,-1.684996499,4.737387234,5.028125993,10.1,97.6
20121020 14:00,0.091900004,-1.509508493,2.167783775,2.641571953,-1.711704243,4.451482949,4.76923808,9.6,97.6
